non_sign_count_rmann_whitney,non_sign_count_rt_test,sign_count_rmann_whitney,sign_count_rt_test,non_sign_share_rmann_whitney,non_sign_share_rt_test,sign_share_rmann_whitney,sign_share_rt_test,n_largest_rmann_whitney,n_largest_rt_test,n_smallest_rmann_whitney,n_smallest_rt_test,non_sign_list_rmann_whitney,non_sign_list_rt_test,sign_list_rmann_whitney,sign_list_rt_test
4.0,5.0,1.0,0.0,0.5714285714285714,0.7142857142857143,0.14285714285714285,0.0,"[[0.9804238549651094 'L2IN']
 [0.20071210909628778 'L5IN']
 [0.13437116109774996 'L2PC']]","[[0.7522672243413031 'L2IN']
 [0.145011774808686 'L2PC']
 [0.038597135406023886 'L5IN']]","[[2.954940275132419e-13 'L5FS']
 [1.252116281564055e-06 'L5PC']
 [5.874551688134336e-05 'Amygdala']]","[[2.232947784376714e-29 'L5FS']
 [6.874722388050997e-08 'CA1PC']
 [9.424067370788293e-05 'L5PC']]","['L5FS', 'L5PC', 'Amygdala', 'CA1PC']","['L5FS', 'L5PC', 'L5IN', 'Amygdala', 'CA1PC']",['L2IN'],[]
5.0,5.0,1.0,0.0,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.0,"[[0.8157330138759189 'L2IN']
 [0.07834971959032506 'L5IN']
 [0.045179112657696884 'L2PC']]","[[0.45964149775596974 'L2PC']
 [0.45315902942805464 'L2IN']
 [0.02521377473686979 'L5IN']]","[[1.551008643196791e-17 'L5FS']
 [6.589960388752695e-09 'L5PC']
 [3.8340842361851424e-08 'Amygdala']]","[[7.831497608275119e-24 'L5FS']
 [0.0001576732610009986 'CA1PC']
 [0.0006177575853313343 'L5PC']]","['L5FS', 'L5PC', 'L2PC', 'Amygdala', 'CA1PC']","['L5FS', 'L5PC', 'L5IN', 'Amygdala', 'CA1PC']",['L2IN'],[]
0.0,4.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,"[[0.7654617508517049 'L2PC']
 [0.7470103848460876 'L2IN']
 [0.44134155272891606 'L5FS']]","[[0.37939350202962085 'L5PC']
 [0.21363820910252526 'Amygdala']
 [0.14559358742855302 'CA1PC']]","[[0.21257877656025592 'Amygdala']
 [0.22981333991933983 'CA1PC']
 [0.26642182376602497 'L5PC']]","[[0.002744200514704069 'L5FS']
 [0.002826294098795666 'L5IN']
 [0.004515344612299452 'L2PC']]",[],"['L5FS', 'L2IN', 'L2PC', 'L5IN']",[],[]
6.0,3.0,0.0,0.0,0.8571428571428571,0.42857142857142855,0.0,0.0,"[[0.4836611433553094 'L2PC']
 [0.010886757837925403 'L5IN']
 [0.010570031955248508 'L5PC']]","[[0.40660820830080646 'L5PC']
 [0.40130537188690885 'L2PC']
 [0.37410865905365953 'Amygdala']]","[[3.926055360029728e-08 'L5FS']
 [0.0006740554762935925 'Amygdala']
 [0.008959568003682014 'L2IN']]","[[0.001061377528817452 'L5FS']
 [0.009159791924840796 'L5IN']
 [0.03528906421448962 'L2IN']]","['L5FS', 'L2IN', 'L5PC', 'L5IN', 'Amygdala', 'CA1PC']","['L5FS', 'L2IN', 'L5IN']",[],[]
5.0,3.0,0.0,0.0,0.7142857142857143,0.42857142857142855,0.0,0.0,"[[0.5898775056929346 'CA1PC']
 [0.05066422189069732 'L2IN']
 [0.014477234565304758 'L2PC']]","[[0.5349108896313166 'L5IN']
 [0.4934281742291562 'L2PC']
 [0.43573554637644907 'CA1PC']]","[[3.5719744184913165e-15 'L5FS']
 [1.955249596980395e-06 'L5PC']
 [8.0115588525311e-06 'Amygdala']]","[[1.0565113919061163e-11 'L5FS']
 [0.003006699164305625 'L2IN']
 [0.04001078915640407 'L5PC']]","['L5FS', 'L5PC', 'L2PC', 'L5IN', 'Amygdala']","['L5FS', 'L2IN', 'L5PC']",[],[]
5.0,2.0,1.0,3.0,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.42857142857142855,"[[0.8450154422567794 'CA1PC']
 [0.07976736642437099 'L2PC']
 [0.028426787397923464 'L2IN']]","[[0.9581487196991254 'L2PC']
 [0.8755289719767569 'Amygdala']
 [0.8434715485887125 'L5IN']]","[[3.6603887307836123e-17 'L5FS']
 [1.580330814348108e-08 'L5PC']
 [4.4615390990014684e-07 'Amygdala']]","[[1.9916344146686857e-06 'L5FS']
 [0.005362262170866166 'L2IN']
 [0.2721675590743751 'CA1PC']]","['L5FS', 'L2IN', 'L5PC', 'L5IN', 'Amygdala']","['L5FS', 'L2IN']",['CA1PC'],"['L2PC', 'L5IN', 'Amygdala']"
1.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,"[[0.5930418614213933 'L5FS']
 [0.58003160599876 'L5IN']
 [0.5369819464343187 'CA1PC']]","[[0.5075493655999128 'L2IN']
 [0.3302756970746319 'L2PC']
 [0.3017653251205487 'Amygdala']]","[[0.035366197435675865 'L2PC']
 [0.06996453870651217 'L2IN']
 [0.47012795068843705 'Amygdala']]","[[0.30165794380793676 'L5FS']
 [0.3016672962851523 'L5IN']
 [0.30170139866423945 'CA1PC']]",['L2PC'],[],[],[]
2.0,2.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,"[[0.9412400518765891 'L2PC']
 [0.43493791430914386 'L5IN']
 [0.3297746509247682 'CA1PC']]","[[0.9019089116451026 'Amygdala']
 [0.7674404509927711 'CA1PC']
 [0.6393725502817044 'L2PC']]","[[7.24598776465797e-07 'L5FS']
 [0.0029176169253529575 'Amygdala']
 [0.13465919860713246 'L2IN']]","[[7.196019298855936e-05 'L5FS']
 [0.013418180862263904 'L2IN']
 [0.05549574151774256 'L5IN']]","['L5FS', 'Amygdala']","['L5FS', 'L2IN']",['L2PC'],['Amygdala']
5.0,2.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.0,"[[0.7093607339608414 'L2IN']
 [0.14089298411191628 'CA1PC']
 [0.03312687638436402 'L2PC']]","[[0.7405211804884239 'L2IN']
 [0.4986693096083241 'L5PC']
 [0.2186911921105041 'Amygdala']]","[[4.1434043432069956e-18 'L5FS']
 [1.2306048268845257e-05 'Amygdala']
 [4.680912837990749e-05 'L5IN']]","[[5.731528001974236e-08 'L5FS']
 [4.534152872641972e-05 'L5IN']
 [0.060509586816947264 'CA1PC']]","['L5FS', 'L5PC', 'L2PC', 'L5IN', 'Amygdala']","['L5FS', 'L5IN']",[],[]
5.0,3.0,1.0,1.0,0.7142857142857143,0.42857142857142855,0.14285714285714285,0.14285714285714285,"[[0.9936076561986029 'CA1PC']
 [0.2265940751626785 'L2IN']
 [0.010113855423251562 'L2PC']]","[[0.9400248201261913 'Amygdala']
 [0.10595138126143906 'L5IN']
 [0.07976489240856578 'L2PC']]","[[2.89493276737807e-12 'L5FS']
 [2.0096778981166726e-07 'L5PC']
 [1.771460953631208e-05 'L5IN']]","[[4.107364188970249e-07 'L5FS']
 [0.005304340579188704 'L2IN']
 [0.01392617306705259 'L5PC']]","['L5FS', 'L5PC', 'L2PC', 'L5IN', 'Amygdala']","['L5FS', 'L2IN', 'L5PC']",['CA1PC'],['Amygdala']
5.0,1.0,1.0,0.0,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.0,"[[0.8244321520274267 'CA1PC']
 [0.31563767027906553 'L2IN']
 [0.011187010404692102 'L2PC']]","[[0.5831186851631287 'L2PC']
 [0.4040732396042521 'L5PC']
 [0.18550491519196627 'Amygdala']]","[[7.877566816645227e-12 'L5FS']
 [4.6990153933060497e-07 'L5PC']
 [4.582334413565162e-05 'L5IN']]","[[0.00112639682721838 'L5FS']
 [0.0653476933881743 'CA1PC']
 [0.07655630031224832 'L2IN']]","['L5FS', 'L5PC', 'L2PC', 'L5IN', 'Amygdala']",['L5FS'],['CA1PC'],[]
0.0,,2.0,,0.0,,1.0,,"[[1.0 'L2IN']
 [1.0 'L2PC']]",,"[[1.0 'L2IN']
 [1.0 'L2PC']]",,[],,"['L2IN', 'L2PC']",
1.0,3.0,0.0,1.0,0.14285714285714285,0.42857142857142855,0.0,0.14285714285714285,"[[0.7203740226432764 'Amygdala']
 [0.6786650085454989 'L5IN']
 [0.5502791158377983 'L2IN']]","[[0.8660227290368916 'L5PC']
 [0.5763299965376398 'L2IN']
 [0.1311407892855463 'CA1PC']]","[[0.0013665441101881639 'CA1PC']
 [0.17830266161074826 'L5PC']
 [0.3568055136344864 'L2PC']]","[[0.023392703531201254 'L5FS']
 [0.024134545363408064 'L2PC']
 [0.02414330421477944 'L5IN']]",['CA1PC'],"['L5FS', 'L2PC', 'L5IN']",[],['L5PC']
3.0,2.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.0,0.0,"[[0.59103105079451 'L2PC']
 [0.5620802253221179 'L5PC']
 [0.11426475391782619 'L2IN']]","[[0.7214659687762457 'L2IN']
 [0.45777646511222414 'L5PC']
 [0.39840493070741945 'L2PC']]","[[1.6963532473912188e-09 'CA1PC']
 [1.3997960407579469e-08 'L5FS']
 [0.010435941846665494 'L5IN']]","[[0.00018769645720630762 'L5FS']
 [0.007060715228060801 'L5IN']
 [0.10933560389527047 'CA1PC']]","['L5FS', 'L5IN', 'CA1PC']","['L5FS', 'L5IN']",[],[]
4.0,1.0,1.0,1.0,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.14285714285714285,"[[0.9419578882791129 'L2IN']
 [0.13955882318974433 'L5PC']
 [0.05350019369101082 'CA1PC']]","[[0.8048030600145776 'CA1PC']
 [0.3537598576015414 'Amygdala']
 [0.16520938603017846 'L2IN']]","[[1.542803309726454e-10 'L5FS']
 [0.0001560418302893372 'L5IN']
 [0.0003904829677639108 'Amygdala']]","[[0.007211626839182469 'L5IN']
 [0.05445935856903323 'L2PC']
 [0.059511158257820565 'L5FS']]","['L5FS', 'L2PC', 'L5IN', 'Amygdala']",['L5IN'],['L2IN'],['CA1PC']
5.0,2.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.0,"[[0.778234430858561 'CA1PC']
 [0.4422699423976424 'L2IN']
 [0.016800505947142184 'L2PC']]","[[0.28467183443024296 'Amygdala']
 [0.18559946736338437 'CA1PC']
 [0.15628277565141624 'L2PC']]","[[4.732513416836384e-11 'L5FS']
 [1.1843831261854116e-05 'Amygdala']
 [4.884180774468806e-05 'L5IN']]","[[0.00879177518867204 'L5IN']
 [0.009737630981891697 'L5FS']
 [0.11692633547602867 'L2IN']]","['L5FS', 'L5PC', 'L2PC', 'L5IN', 'Amygdala']","['L5FS', 'L5IN']",[],[]
0.0,,2.0,,0.0,,1.0,,"[[1.0 'L2IN']
 [1.0 'L2PC']]",,"[[1.0 'L2IN']
 [1.0 'L2PC']]",,[],,"['L2IN', 'L2PC']",
5.0,3.0,0.0,1.0,0.7142857142857143,0.42857142857142855,0.0,0.14285714285714285,"[[0.516545526570097 'L2IN']
 [0.28419884993869227 'L2PC']
 [0.04899459046877301 'L5IN']]","[[0.9246951219147747 'L2IN']
 [0.6082935722637952 'L2PC']
 [0.11182815003566776 'L5FS']]","[[9.71515592860236e-05 'Amygdala']
 [0.002640137805546751 'CA1PC']
 [0.008220251716989122 'L5FS']]","[[5.940327686632675e-05 'CA1PC']
 [0.0009541302184591995 'Amygdala']
 [0.011567630729442332 'L5IN']]","['L5FS', 'L5PC', 'L5IN', 'Amygdala', 'CA1PC']","['L5IN', 'Amygdala', 'CA1PC']",[],['L2IN']
3.0,3.0,0.0,2.0,0.42857142857142855,0.42857142857142855,0.0,0.2857142857142857,"[[0.44537250716995225 'L2IN']
 [0.3806157417188485 'L2PC']
 [0.0773262986686921 'L5IN']]","[[0.8600499003582851 'L2PC']
 [0.8047613176086839 'L2IN']
 [0.27846307809603743 'L5FS']]","[[0.004030546331820525 'L5PC']
 [0.00827983168651895 'Amygdala']
 [0.00982472351547796 'CA1PC']]","[[0.0004744554861418776 'CA1PC']
 [0.026741979424435458 'Amygdala']
 [0.03149329918911336 'L5IN']]","['L5PC', 'Amygdala', 'CA1PC']","['L5IN', 'Amygdala', 'CA1PC']",[],"['L2IN', 'L2PC']"
2.0,2.0,1.0,0.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0,"[[0.8380285655562696 'L2IN']
 [0.7390738439387587 'L2PC']
 [0.5489309880673493 'L5IN']]","[[0.6583113460489443 'L2PC']
 [0.5787547093274843 'L2IN']
 [0.3498009036119135 'L5FS']]","[[0.005025322201450352 'L5PC']
 [0.005536662999641731 'CA1PC']
 [0.06598435484450398 'L5FS']]","[[0.00028679192137914464 'CA1PC']
 [0.04996517872496668 'L5PC']
 [0.14522949200257618 'Amygdala']]","['L5PC', 'CA1PC']","['L5PC', 'CA1PC']",['L2IN'],[]
2.0,1.0,1.0,1.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,"[[0.8238847763969395 'L2PC']
 [0.7943250636541471 'L5IN']
 [0.40735033218897276 'L2IN']]","[[0.8203298083156586 'L5IN']
 [0.7129133614626036 'L2PC']
 [0.47846160565230933 'Amygdala']]","[[0.003515355989629796 'CA1PC']
 [0.01842856129326554 'L5PC']
 [0.06822135402761323 'L5FS']]","[[0.0001205965633690703 'CA1PC']
 [0.0800925469861301 'L5PC']
 [0.3975596056868148 'L5FS']]","['L5PC', 'CA1PC']",['CA1PC'],['L2PC'],['L5IN']
4.0,4.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.0,0.0,"[[0.6687163127875919 'L2IN']
 [0.2645319236561855 'L2PC']
 [0.08409014963396841 'L5IN']]","[[0.7962760450559001 'L2PC']
 [0.6280103774748939 'L2IN']
 [0.15442579009249977 'L5PC']]","[[1.8495931245937162e-06 'Amygdala']
 [0.00013203894952918936 'CA1PC']
 [0.0031507007359989642 'L5FS']]","[[5.750071130719247e-05 'CA1PC']
 [9.417124960292034e-05 'Amygdala']
 [0.015307599103872466 'L5IN']]","['L5FS', 'L5PC', 'Amygdala', 'CA1PC']","['L5FS', 'L5IN', 'Amygdala', 'CA1PC']",[],[]
5.0,5.0,0.0,0.0,0.7142857142857143,0.7142857142857143,0.0,0.0,"[[0.3010505236694281 'L5FS']
 [0.296534579652873 'L2IN']
 [0.008385509275914258 'L5PC']]","[[0.40305454755926107 'L5FS']
 [0.22389749951100107 'L2IN']
 [0.036777879862252866 'L5IN']]","[[5.891902963391378e-17 'CA1PC']
 [2.3213537271948773e-05 'L2PC']
 [0.0017286157427851433 'L5IN']]","[[5.726516489221452e-26 'CA1PC']
 [0.00018752631762264437 'L2PC']
 [0.02294106336155588 'L5PC']]","['L5PC', 'L2PC', 'L5IN', 'Amygdala', 'CA1PC']","['L5PC', 'L2PC', 'L5IN', 'Amygdala', 'CA1PC']",[],[]
5.0,4.0,1.0,0.0,0.7142857142857143,0.5714285714285714,0.14285714285714285,0.0,"[[0.9467600678230044 'L2IN']
 [0.10550999023263072 'L5FS']
 [0.014542934620620236 'Amygdala']]","[[0.5828189071233065 'L2IN']
 [0.436927756359614 'L5FS']
 [0.11926446245395186 'Amygdala']]","[[8.012233569930187e-14 'CA1PC']
 [0.00018949570456305292 'L5IN']
 [0.0003260323347992983 'L2PC']]","[[1.1003338689662744e-18 'CA1PC']
 [0.0018099491096645287 'L2PC']
 [0.002496766426449133 'L5IN']]","['L5PC', 'L2PC', 'L5IN', 'Amygdala', 'CA1PC']","['L5PC', 'L2PC', 'L5IN', 'CA1PC']",['L2IN'],[]
6.0,6.0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.14285714285714285,"[[0.8125618373695376 'L2IN']
 [0.035593465173555966 'L2PC']
 [0.024563263779061397 'L5FS']]","[[0.9163183543009286 'L2IN']
 [0.04024158228333522 'L5FS']
 [0.024324463516293218 'L2PC']]","[[7.401795090200413e-13 'CA1PC']
 [0.0003169343591161167 'L5IN']
 [0.003507580833611521 'Amygdala']]","[[7.767878116285432e-14 'CA1PC']
 [0.001295921268739001 'L5IN']
 [0.0018294164851814568 'L5PC']]","['L5FS', 'L5PC', 'L2PC', 'L5IN', 'Amygdala', 'CA1PC']","['L5FS', 'L5PC', 'L2PC', 'L5IN', 'Amygdala', 'CA1PC']",['L2IN'],['L2IN']
6.0,6.0,0.0,0.0,0.8571428571428571,0.8571428571428571,0.0,0.0,"[[0.37572420046129174 'L2IN']
 [0.02716886866668938 'L2PC']
 [0.011149718631503073 'L5FS']]","[[0.5204868668542031 'L2IN']
 [0.020705306583471472 'L2PC']
 [0.01932044037475265 'L5FS']]","[[2.981073417210001e-11 'CA1PC']
 [0.0017445618679523315 'Amygdala']
 [0.0018624865101830711 'L5IN']]","[[2.0619858051420433e-12 'CA1PC']
 [0.001402585544564178 'L5PC']
 [0.006728399067839735 'L5IN']]","['L5FS', 'L5PC', 'L2PC', 'L5IN', 'Amygdala', 'CA1PC']","['L5FS', 'L5PC', 'L2PC', 'L5IN', 'Amygdala', 'CA1PC']",[],[]
6.0,6.0,0.0,0.0,0.8571428571428571,0.8571428571428571,0.0,0.0,"[[0.3996797401701584 'L2IN']
 [0.027587104791975535 'L2PC']
 [0.0070315718897978035 'L5FS']]","[[0.5894161848630083 'L2IN']
 [0.020564706722028606 'L2PC']
 [0.016005063425738736 'L5IN']]","[[1.1627952167324837e-10 'CA1PC']
 [0.0020605110165716886 'Amygdala']
 [0.0031724584988417075 'L5PC']]","[[3.2659471843495904e-12 'CA1PC']
 [0.0008553269533878664 'L5PC']
 [0.011873626922704467 'L5FS']]","['L5FS', 'L5PC', 'L2PC', 'L5IN', 'Amygdala', 'CA1PC']","['L5FS', 'L5PC', 'L2PC', 'L5IN', 'Amygdala', 'CA1PC']",[],[]
6.0,6.0,0.0,0.0,0.8571428571428571,0.8571428571428571,0.0,0.0,"[[0.4634538051611492 'L2IN']
 [0.03612062821233805 'L2PC']
 [0.008029168991797201 'L5IN']]","[[0.6485253217277309 'L2IN']
 [0.03203230457536989 'L5IN']
 [0.023382126308447944 'L2PC']]","[[2.776374008309027e-10 'CA1PC']
 [0.0018924330540255729 'L5PC']
 [0.0022994421829517307 'Amygdala']]","[[3.2935779321915618e-12 'CA1PC']
 [0.00040171128066916783 'L5PC']
 [0.004804292151878875 'L5FS']]","['L5FS', 'L5PC', 'L2PC', 'L5IN', 'Amygdala', 'CA1PC']","['L5FS', 'L5PC', 'L2PC', 'L5IN', 'Amygdala', 'CA1PC']",[],[]
6.0,5.0,0.0,0.0,0.8571428571428571,0.7142857142857143,0.0,0.0,"[[0.6045604798473858 'L2IN']
 [0.0318450321506736 'L2PC']
 [0.012773013136233953 'L5IN']]","[[0.7297898960809175 'L2IN']
 [0.051657592919054855 'L5IN']
 [0.03181996090231492 'Amygdala']]","[[3.660925519173669e-10 'CA1PC']
 [0.000879523882966418 'L5PC']
 [0.001564358420007612 'L5FS']]","[[3.161515716872353e-12 'CA1PC']
 [0.00019960894713556054 'L5PC']
 [0.003176398714471094 'L5FS']]","['L5FS', 'L5PC', 'L2PC', 'L5IN', 'Amygdala', 'CA1PC']","['L5FS', 'L5PC', 'L2PC', 'Amygdala', 'CA1PC']",[],[]
5.0,5.0,1.0,1.0,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.14285714285714285,"[[0.8146769020368775 'L2IN']
 [0.05570406808239799 'L2PC']
 [0.01984681069245991 'L5IN']]","[[0.904478640995852 'L2IN']
 [0.07229560725306106 'L5IN']
 [0.03437757503771347 'Amygdala']]","[[3.660925519173669e-10 'CA1PC']
 [0.0004966185174285459 'L5PC']
 [0.0007799492814467452 'L5FS']]","[[2.4453622186437325e-13 'CA1PC']
 [0.00010897945347156375 'L5PC']
 [0.0016011581576340793 'L5FS']]","['L5FS', 'L5PC', 'L5IN', 'Amygdala', 'CA1PC']","['L5FS', 'L5PC', 'L2PC', 'Amygdala', 'CA1PC']",['L2IN'],['L2IN']
2.0,2.0,2.0,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,"[[0.9559927129750002 'L5IN']
 [0.8136652551397663 'L2IN']
 [0.46333846515335264 'L5PC']]","[[0.8714837943473952 'L5IN']
 [0.7568531990929483 'L2IN']
 [0.44954934891176224 'Amygdala']]","[[2.3764494316070913e-05 'CA1PC']
 [0.009315612227283195 'L2PC']
 [0.3426421691442162 'L5FS']]","[[0.0009319667493680981 'CA1PC']
 [0.004487394116039469 'L2PC']
 [0.19648838604785698 'L5PC']]","['L2PC', 'CA1PC']","['L2PC', 'CA1PC']","['L2IN', 'L5IN']",['L5IN']
5.0,5.0,0.0,0.0,0.7142857142857143,0.7142857142857143,0.0,0.0,"[[0.3010505236694281 'L5FS']
 [0.296534579652873 'L2IN']
 [0.008385509275914258 'L5PC']]","[[0.40305454755926107 'L5FS']
 [0.22389749951100107 'L2IN']
 [0.036777879862252866 'L5IN']]","[[5.891902963391378e-17 'CA1PC']
 [2.3213537271948773e-05 'L2PC']
 [0.0017286157427851433 'L5IN']]","[[5.726516489221452e-26 'CA1PC']
 [0.00018752631762264437 'L2PC']
 [0.02294106336155588 'L5PC']]","['L5PC', 'L2PC', 'L5IN', 'Amygdala', 'CA1PC']","['L5PC', 'L2PC', 'L5IN', 'Amygdala', 'CA1PC']",[],[]
5.0,4.0,1.0,0.0,0.7142857142857143,0.5714285714285714,0.14285714285714285,0.0,"[[0.9467600678230044 'L2IN']
 [0.10550999023263072 'L5FS']
 [0.014542934620620236 'Amygdala']]","[[0.5828189071233065 'L2IN']
 [0.436927756359614 'L5FS']
 [0.11926446245395186 'Amygdala']]","[[8.012233569930187e-14 'CA1PC']
 [0.00018949570456305292 'L5IN']
 [0.0003260323347992983 'L2PC']]","[[1.1003338689662744e-18 'CA1PC']
 [0.0018099491096645287 'L2PC']
 [0.002496766426449133 'L5IN']]","['L5PC', 'L2PC', 'L5IN', 'Amygdala', 'CA1PC']","['L5PC', 'L2PC', 'L5IN', 'CA1PC']",['L2IN'],[]
6.0,6.0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.14285714285714285,"[[0.8125618373695376 'L2IN']
 [0.035593465173555966 'L2PC']
 [0.024563263779061397 'L5FS']]","[[0.9163183543009286 'L2IN']
 [0.04024158228333522 'L5FS']
 [0.024324463516293218 'L2PC']]","[[7.401795090200413e-13 'CA1PC']
 [0.0003169343591161167 'L5IN']
 [0.003507580833611521 'Amygdala']]","[[7.767878116285432e-14 'CA1PC']
 [0.001295921268739001 'L5IN']
 [0.0018294164851814568 'L5PC']]","['L5FS', 'L5PC', 'L2PC', 'L5IN', 'Amygdala', 'CA1PC']","['L5FS', 'L5PC', 'L2PC', 'L5IN', 'Amygdala', 'CA1PC']",['L2IN'],['L2IN']
6.0,6.0,0.0,0.0,0.8571428571428571,0.8571428571428571,0.0,0.0,"[[0.37572420046129174 'L2IN']
 [0.02716886866668938 'L2PC']
 [0.011149718631503073 'L5FS']]","[[0.5204868668542031 'L2IN']
 [0.020705306583471472 'L2PC']
 [0.01932044037475265 'L5FS']]","[[2.981073417210001e-11 'CA1PC']
 [0.0017445618679523315 'Amygdala']
 [0.0018624865101830711 'L5IN']]","[[2.0619858051420433e-12 'CA1PC']
 [0.001402585544564178 'L5PC']
 [0.006728399067839735 'L5IN']]","['L5FS', 'L5PC', 'L2PC', 'L5IN', 'Amygdala', 'CA1PC']","['L5FS', 'L5PC', 'L2PC', 'L5IN', 'Amygdala', 'CA1PC']",[],[]
6.0,6.0,0.0,0.0,0.8571428571428571,0.8571428571428571,0.0,0.0,"[[0.3996797401701584 'L2IN']
 [0.027587104791975535 'L2PC']
 [0.0070315718897978035 'L5FS']]","[[0.5894161848630083 'L2IN']
 [0.020564706722028606 'L2PC']
 [0.016005063425738736 'L5IN']]","[[1.1627952167324837e-10 'CA1PC']
 [0.0020605110165716886 'Amygdala']
 [0.0031724584988417075 'L5PC']]","[[3.2659471843495904e-12 'CA1PC']
 [0.0008553269533878664 'L5PC']
 [0.011873626922704467 'L5FS']]","['L5FS', 'L5PC', 'L2PC', 'L5IN', 'Amygdala', 'CA1PC']","['L5FS', 'L5PC', 'L2PC', 'L5IN', 'Amygdala', 'CA1PC']",[],[]
6.0,6.0,0.0,0.0,0.8571428571428571,0.8571428571428571,0.0,0.0,"[[0.4634538051611492 'L2IN']
 [0.03612062821233805 'L2PC']
 [0.008029168991797201 'L5IN']]","[[0.6485253217277309 'L2IN']
 [0.03203230457536989 'L5IN']
 [0.023382126308447944 'L2PC']]","[[2.776374008309027e-10 'CA1PC']
 [0.0018924330540255729 'L5PC']
 [0.0022994421829517307 'Amygdala']]","[[3.2935779321915618e-12 'CA1PC']
 [0.00040171128066916783 'L5PC']
 [0.004804292151878875 'L5FS']]","['L5FS', 'L5PC', 'L2PC', 'L5IN', 'Amygdala', 'CA1PC']","['L5FS', 'L5PC', 'L2PC', 'L5IN', 'Amygdala', 'CA1PC']",[],[]
6.0,5.0,0.0,0.0,0.8571428571428571,0.7142857142857143,0.0,0.0,"[[0.6045604798473858 'L2IN']
 [0.0318450321506736 'L2PC']
 [0.012773013136233953 'L5IN']]","[[0.7297898960809175 'L2IN']
 [0.051657592919054855 'L5IN']
 [0.03181996090231492 'Amygdala']]","[[3.660925519173669e-10 'CA1PC']
 [0.000879523882966418 'L5PC']
 [0.001564358420007612 'L5FS']]","[[3.161515716872353e-12 'CA1PC']
 [0.00019960894713556054 'L5PC']
 [0.003176398714471094 'L5FS']]","['L5FS', 'L5PC', 'L2PC', 'L5IN', 'Amygdala', 'CA1PC']","['L5FS', 'L5PC', 'L2PC', 'Amygdala', 'CA1PC']",[],[]
